Reference,NumberOfShipsInvolved,ShipsInvolved,SOLASStatus,FlagStates,IncidentDateTime,TypeOfCasualty,Coordinates,Location,NumberOfInvestigationReports,NumberOfAnalyses,InitialEvent,SummaryOfEvents,ShipType1,Consequences1,GrossTonnage1,ClassificationSociety1,Deadweight1,Cargo1,CrewOnboard1,PassengersOnboard1,OthersOnboard1,DeadMissingCrew2,DeadMissingPassengers2,DeadMissingOthers3,SeriouslyInjuredCrew2,SeriouslyInjuredPassengers2,SeriouslyInjuredOthers2,InvestationReportDate,AnalysisDate
"C0007696","2","ALAM PINTAR (IMO 9296858), ETOILE DES ONDES (-)","ALAM PINTAR: SOLAS, ETOILE DES ONDES: Unknown/unspecified","GBR,SGP","2009-12-20 18:51","Very serious","495800N 0015480W","15 nm North of Cherbourg Peninsula","1","1","Collision","The Singapore registered bulk carrier Alam Pintar was on passage from Quebec to Hamburg when she was involved in a collision with a UK registered fishing vessel Etoile des Ondes. After the collision the fishing vessel sank with the loss of one of her four crew.  ","Bulk Carrier","Ship remains fit to proceed","46982","Lloyd's Register (LR)","87052","","21","","","0","0","0","0","0","0","2010-09-21","2012-04-25"
"C0007797","1","A. P. MOLLER (IMO 9214898)","A. P. MOLLER: Unknown/unspecified","XDA","2009-12-19 19:35","Serious","011592N 1035019E","Singapore habour","1","0","Rope guide broke","On 19th December 2009 an accident occurred on the forecastle deck of the container ship A.P. MOLLER during the mooring operation at departure from Singapore. When heaving the spring lines, the messenger lines became entangled resulting in the spring lines tightening. Subsequently a rope guide broke and a spring line hit an AB on his right hip. The AB was slung against the windlass and sustained injuries to his hip, head and arm. ","CONTAINER SHIP","Serious injuries","91560","","104750","","25","","","0","0","0","1","0","0","2010-06-10",""
"C0007835","1","VINCENT-SEBASTIEN (-)","VINCENT-SEBASTIEN: Unknown/unspecified","","2009-12-18 04:20","Very serious"," ","Nord-Ouest d'Antifer","1","0","Man overboard","Le  Vincent-Sébastien appareille le 14 décembre 2009 de Port-en-Bessin pour une marée de six jours.

Le 18 décembre tôt le matin, le navire vire son train de pêche. Les conditions de mer sont difficiles : mer forte, vent de Nord-Nord-Ouest de 40 à 43 nœuds. La température de l’air est de 1.5°C, celle de l’eau de mer de 8°C.

En fin de virage, les panneaux étant démaillés, l’équipage constate la disparition d’un matelot. Il finit par être apperçu à une centaine de mètre de l’arrière du navire, flottant mais paraissant inconscient. Après deux tentatives infructueuses de récupération, l’équipage voit  le matelot disparaître. Malgré les nombreux moyens de recherche  engagés par le CROSS Jobourg, il ne sera pas retrouvé.
","","Loss of life","101.93","","","","5","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2010-07-26",""
"C0007551","1","DANNY F II (IMO 7359462)","DANNY F II: Unknown/unspecified","PAN","2009-12-17 00:00","Very serious"," ","11 miles off Tripoli","1","1","Capsizing / listing","On 17th December 2009 the Panamanian livestock carrier DANNY FII, capsized and sank in bad weather, 11 miles off Tripoli, Lebanon. 
Four people were killed, about 40 were missing and 38 people were rescued.","Livestock Carrier","Loss of life","24731","","14823","","","","","","","42","","","","2013-07-17","2014-08-11"
"C0008040","1","PUBNICO EXPLORER (-)","PUBNICO EXPLORER: Unknown/unspecified","CAN","2009-12-16 11:13","Very serious","435842N 0662418W","11 NM Southwest of Cape St. Marys, Nova Scotia","1","1","flooding and Sinking","Shortly after 11:13 hours on the morning of 16 December 2009, the small fishing ship Pubnico Explorer, with a crew of four on board, capsized and sank approximately 11 nautical miles southwest of Cape St. Marys, Nova Scotia. Three crew members were rescued by the Canadian Coast Guard shortly afterward. The master is still missing.","Fish Catching Vessel","Loss of life,Total loss of the ship","59.94","","","","4","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2011-02-09","2012-04-25"
"C0008817","2","UNEX II (IMO 9417672), ZIM PANAMA (IMO 9231781)","UNEX II: Unknown/unspecified, ZIM PANAMA: SOLAS","GBR,ISR","2009-12-16 10:30","Serious"," ","Port of Haifa","0","0","Serious injury to crew member","While securing the bunker barge to the vessel, the heaving line which was secured to the barge's mooring line got tangled in the crew member's leg on board the vessel. Due to tension on the mooring rope, the heaving line broke the leg of the crew member. He was taken ashore and operated upon twice to save his leg.","Container Ship (Fully Cellular)","Serious injuries","53453","","66686","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0007635","1","BRO ANTON (IMO 9150614)","BRO ANTON: SOLAS","SWE","2009-12-15 13:50","Serious","520881N 0034200E","Off Rotterdam","1","0","Accidents with life-saving appliances","On 15th December 2009, the M/V Bro Anton was at anchorage about 15 NM outside Rotterdam, in anchorage 5A. After lunch the crew proceeded with a planned drill with the rescue boat, which was to lower it down to a position just above the water. Three crew members went up into the boat and the lashings were taken off. Since one of the crew did not know how to release the boat the second officer showed him by pulling the handle. When doing so the hook released and the three crew members together with the boat fell down from the davit into the water about 14 meters down. The locking pin inside the hydrostatic unit was stuck in the open position, which made it possible to release the hook even though the boat wasn’t in the water. ","TANKER","Serious injuries","11375","DNV AS (DNV)","16376","","15","","","","","","1","","","2010-05-05",""
"C0008198","1","COSCO INDIAN OCEAN (IMO 9355563)","COSCO INDIAN OCEAN: SOLAS","HKG","2009-12-13 21:40","Very serious"," ","Rotterdam","1","0","Occupational health and safety accident","While the sailor was operating the pilot ladder winch to hoist the ladder, he was accidentally dragged / pulled into the reel after being entangled by the reeling pilot ladder.  He sustained fatal injury and was certifed dead.","CONTAINER SHIP","Loss of life","115776","","111414","Containers","23","","1","1","0","0","0","0","0","2011-07-13",""
"C0007557","1","BONN EXPRESS (IMO 8711368)","BONN EXPRESS: SOLAS","DEU","2009-12-11 05:28","Serious","512700N 0002000E","River Thames","0","0","Contact","Shortly after sailing from Northfleet Hope Container Terminal, BONN EXPRESS failed to successfully negotiate the turn at Tilburyness and made contact with Bevans Jetty, causing major damage to a redundant cement unloading gantry and the berth.  Only minor damage was sustained to the bow of the BONN EXPRESS.","CONTAINER SHIP","Ship remains fit to proceed","35919","Germanischer Lloyd (GL)","45977","","","","","0","0","0","0","0","0","",""
"C0007545","1","MAERSK DUFFIELD (IMO 9227340)","MAERSK DUFFIELD: SOLAS","LBR","2009-12-10 13:22","Serious","271700S 1531500E","Moreton Bay, Queensland","1","1","Fire or explosion","On 10 December 2009, at 1322 hrs, the container ship, MAERSK DUFFIELD sustained a fire on board causing extensive engine and hull damage, while berthing at the Port of Brisbane, Australia.  While proceeding under the pilotage from the Pilot leading the ship to bearth at Fisherman Islands, the Chief Engineer, raised the alarm, after reporting a major fire in the engine room.  Upon inspection, the Chief Engineer sighted flames through the Generator Room.  After attempts to put out the fire using extinguishers failed, the Chief Engineer reported that the fixed CO2 system would be required, however would involve shutting down the main engine.  After confirming that all personnel were mustered and accounted for, the Master ordered the release of the CO2.  The ship required tug assistance from the local port authority to reach anchor position.  The remaining CO2 bottles were deployed following the arrival of the local fire department.  Upon investigation of the Generator Room, the local fire department reported no evidence of fire, commenced ventilation.  At 2012 hrs, the Chief Engineer confirmed the ship's main systems operational and the ship berthed on 11 December at 1036 hrs.  There were no reports of pollution or injuries.  
","Container Ship","Ship remains fit to proceed","45803","","53171","","26","","1","","","","","","","2011-01-10","2012-04-25"
"C0007672","1","MARIE (-)","MARIE: Unknown/unspecified","DNK","2009-12-09 12:30","Serious","553140N 0105500E","Great belt","2","0","work related accident","The accident occurred on 9th  December 2009 at approx. 1230 hours LT. The fishing skipper, who was alone
on board the MARIE, was about to heave the trawl after the first haul, when he was caught by a bridle and
pulled up onto the net roller. The fishing skipper was caught on the net roller for approximately 6 hours
before he was relieved by the Navy and a rescue helicopter. The fishing skipper was seriously injured
in the accident.","[Primary Annex 1 not designated]","[Primary Annex 1 not designated]","[Primary Annex 1 not designated]","[Primary Annex 1 not designated]","[Primary Annex 1 not designated]","[Primary Annex 1 not designated]","[Primary Annex 1 not designated]","[Primary Annex 1 not designated]","[Primary Annex 1 not designated]","0","0","0","1","0","0","2010-03-22",""
"C0007793","1","GH FORTUNE (IMO 9218856)","GH FORTUNE: SOLAS","HKG","2009-12-04 19:18","Very serious","321140N 1195310E","YANGTZE RIVER, CHINA","0","0","Collision","At local time 19:18:20(All time are UTC+8) on December 4, 2009, M/V GH FORTUNE collided with Xu Xing Hang 960 Barge Fleet in 950 meters from the No.82 black buoy in upper reaches in Yangtze River . The collision which falls into the category of Serious Casualty, caused the immediately sinking of three barges (Pei Xing Bo 999, Xu Xing Hang Bo 086 and Xu Xing Hang Bo 049), the breaking and flooding of two barges (Xu Xing Hang Bo 046 and Xu Xing Hang Bo 005), the different damages of two tugboats as well as other barges, one person dead, one person missed and other five persons onboard different injured. ","BULK CARRIER","Ship remains fit to proceed","39709","Lloyd's Register (LR)","75214","","21","","","2","","","","","","",""
"C0007795","1","PANTEA (IMO 8108559)","PANTEA: SOLAS","IRN","2009-12-04 06:04","Very serious","290300N 1223500E","China coastal","0","0","Collision","AT 0604 4TH Dec 2009, “PANTEA”sailed from JUBAIL to Nantong china loaded 33000,collied with a fishing boat “ZHE CANG YU 0926” at 29°03′22″N/122°34′52″E, caused fishing vessel sank ,six persons are missing.","BULK CARRIER","Loss of life,Total loss of the ship","22027","Lloyd's Register (LR)","37537","","28","","","6","","","","","","",""
"C0007794","1","OOCL KUALA LUMPUR (IMO 9367176)","OOCL KUALA LUMPUR: SOLAS","HKG","2009-12-02 22:04","Very serious","304080N 1225430E","China coastal ","0","0","Collision","On 2 Dec,2009 at 2204(Local Time),the Hongkong China registered container  vessel “OOCL KUALA LUMPUR” from Shanghai Port to Qingdao Port, China, collided with “Min Lianyu 0932”, at 30°40′. 8N/122°54. ′3E  (general location). As a result, “OOCL KUALA LUMPUR” suffered partial damage while the Min Lianyu 0932”sank and 6 of her crew members were survive,1 of her crew missed.","CONTAINER SHIP","Ship remains fit to proceed","66462","Nippon Kaiji Kyokai (NKK)","66940","","","","","","","","","","","",""
"C0008140","4","Liquid Gold (IMO 9190078), LIQUID GOLD (IMO 9190078), Spring Panda (IMO 8213653), SPRING PANDA (IMO 8213653)","Liquid Gold: SOLAS, LIQUID GOLD: SOLAS, Spring Panda: SOLAS, SPRING PANDA: Unknown/unspecified","LBR,NLD","2009-12-02 04:04","Serious","533500N 0093600E","Elbe River, Near Buoy 17","1","0","Collision","On December 11, 2009, at approximately 0404LT, the  LIQUID GOLD was involved in a collision with the SPRING PANDA while transiting on the Elbe River, near buoy 17 (Lat: 53, 35N; Long: 09, 36E).  The weather condition was foggy and visibility was poor; there was a pilot on board. The pilot of the LIQUD GOLD was apparently in contact with the pilot on board the SPRING PANDA. The vessels were passing each other at a safe distance when the SPRING PANDA suddenly altered course and subsequently hit the LIQUID GOLD. There were no injuries or pollution reported. The contact resulted in significant damage to the LIQUID GOLD. ","TANKER","Ship rendered unfit to proceed","8594","DNV AS (DNV)","13754","Oil/Chemical","17","0","0","","","","","","","2012-01-12",""
"C0007792","1","TEAMPRO (IMO 7712640)","TEAMPRO: SOLAS","PAN","2009-11-25 06:23","Very serious","350300N 1203030E","China coastal ","0","0","Collision","At about 0621 on Nov. 25th ,2009, the Panamanian  Bulk Carrier named TEAMPRO collided with a Chinese fishing boat named LUJIAONANYU5508 at pos. 35°03.4′N/120°30.3′E.The fishing boat capsized at the moment and sank later. Three fishermen dropped in water totally. Through rescue two of them saved and one crew is lost in the accident. MV TEAMPRO left the site after collision. ","BULK CARRIER","Ship remains fit to proceed","12137","","18896","","22","","","","","1","","","","",""
"C0007543","1","BOW DE JIN (IMO 9200598)","BOW DE JIN: Unknown/unspecified","HKG","2009-11-24 08:30","Very serious","291650S 1535500E","At sea, off NSW coast","1","0","Cargo tank entry resulting in death","On 24th November the tanker BOW DE JIN was off the NSW coast, when at approximately 08.30 hours the ship's chief officer entered a cargo tank that had not been totally gas freed. He did not test the tank beforehand, and he did not have a personal gas meter on his body. He died as a result of oxygen starvation.","TANKER","Loss of life,Ship remains fit to proceed","6294","","11752","Chemicals ","23","","","1","","","","","","2010-12-01",""
