Reference,NumberOfShipsInvolved,ShipsInvolved,SOLASStatus,FlagStates,IncidentDateTime,TypeOfCasualty,Coordinates,Location,NumberOfInvestigationReports,NumberOfAnalyses,InitialEvent,SummaryOfEvents,ShipType1,Consequences1,GrossTonnage1,ClassificationSociety1,Deadweight1,Cargo1,CrewOnboard1,PassengersOnboard1,OthersOnboard1,DeadMissingCrew2,DeadMissingPassengers2,DeadMissingOthers3,SeriouslyInjuredCrew2,SeriouslyInjuredPassengers2,SeriouslyInjuredOthers2,InvestationReportDate,AnalysisDate
C0012962,1,Anxhelo (-),Anxhelo: Non-SOLAS,ALB,5/29/20 13:00,Very serious,412100N 0191800E, Adriattic  Sea,1,0,Fire or explosion," Fishing boat "" Anxhelo"", with three crew on board ,on May 29 2020 was normally carrying out  fishing process.At 1300 Hrs crew identified fire in engine room.
The crew   started immediately  fighting  against the fire,but unfortunately, they could do nothing because it was a wood made boat and the fire very soon covered all the boat. Boat Master contacted Port Authorities and Coast Guard. The Crew abandoned the boat and they were picked up on board of another fishing vessel which was  near  the aria of the  accident. The crew suffered minor burns from the fire.They were sent to Durres Hospital for treatment. At 1815 Hrs, Fishing Boat Anxhelo sank.",Fish Catching Vessel,Total loss of the ship,51,Register of Shipping (Albania) (RSA),,,3,,,[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],6/16/20,
C0012868,2,"GUARDACOSTAS ARMADA BOLIVARIANA NAIGUATA (GC-23) (-), RCGS RESOLUTE (IMO 9000168)","GUARDACOSTAS ARMADA BOLIVARIANA NAIGUATA (GC-23): Non-SOLAS, RCGS RESOLUTE: Unknown/unspecified","VEN,XKA",3/30/20 0:45,Very serious,110700N 0653400W,"MAR TERRITORIAL VENEZOLANO 7.9 MILLAS NAUTICAS AL NORTE DE LA ISLA ""LA TORTUGA"" (VEN)",1,0,Collision,"norte de la isla de la Tortuga, el Buque Guardacostas “NAIGUATA” (GC-23), cuyas características son las siguientes: eslora: 79,9m, Manga: 11,5m y un desplazamiento de  1.500Tm, encontrándose en labores de patrullaje marítimo del mar territorial venezolano, se vio involucrado en un abordaje ocasionado por el buque de pasaje “RCGS RESOLUTE”, N° IMO 9000168, de bandera portuguesa, tipo pasaje, MMSI: 255806208, Call Sign: CQAL6, desplazamiento: 8.445Tm, eslora: 124.8m, manga: 18m, el cual se encontraba transitando aguas del mar territorial de la República Bolivariana de Venezuela, con destino desconocido y rumbo errático, violando el principio de paso inocente, al momento de ser detectado recibió el llamado del Buque Guardacostas “NAIGUATA” (GC-23), que estaba realizando labores de patrullaje en aguas jurisdiccionales de la  República Bolivariana de Venezuela el cual, cumpliendo los protocolos del Derecho Marítimo Internacional realizó operación de acercamiento, tomando en consideración la emergencia sanitaria mundial por la pandemia del COVID-19, instando al capitán del buque de pasaje “RCGS RESOLUTE” a dirigirse hacia el puerto venezolano de Pampatar, Isla de Margarita del Estado Nueva Esparta,  cuando aproó el buque hacia el Buque Guardacostas “NAIGUATA” (GC-23), impactándolo por la medianía, ocasionándole severos daños en su estructura, trayendo consigo la pérdida de flotabilidad del Buque Guardacostas “NAIGUATA” (GC-23), lo que produjo su inevitable naufragio, causando la pérdida total de un buque destinado a labores de Guardacostas en la República Bolivariana de Venezuela, y lo más grave aún, poniendo en peligro la vida de los tripulantes, abandonando a treinta y dos (32) náufragos, quienes lograron salvar sus vidas luego de que el Buque Guardacostas “NAIGUATA” (GC-23) zozobraba y consecuencialmente trayendo impactos al ambiente y su ecosistema",Other Activities Ships,Total loss of the ship,1450,[No class],1450,,32,0,0,[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],4/23/20,
C0012925,1,DELICATA (IMO 9613317),DELICATA: SOLAS,MHL,3/17/20 10:08,Very serious,352200S 0555200W,Rio de La Plata,1,0,Fall Overboard,"On 17 March 2020, the Republic of the Marshall Islands-registered bulk carrier DELICATA, managed by POS SM CO., LTD. (the “Company”), was outbound from Punta Pereira, Uruguay on the Rio de La Plata. 

On the morning of 17 March 2020, in preparation for disembarking the Pilot, the Chief Officer (C/O) tasked the Bosun with adjusting the height of the pilot ladder. Due to DELICATA‘s freeboard at the time, a combination arrangement of the accommodation and pilot ladders had already been prepared. The Bosun assigned an Ordinary Seafarer (OS) to assist him with this task.  

The two crewmembers attempted to pull up the pilot ladder but were unable to do so as it was tied to an attachment point on the ship’s hull. The Bosun then descended the accommodation ladder, without wearing a lifejacket and safety harness, to untie the pilot ladder. Shortly thereafter, the OS heard the Bosun shout and looked over the side to see that he had fallen into the water. The OS immediately notified the crew over VHF and then went aft to the Accommodation to call the Bridge.

DELICATA and other nearby ships conducted a search for the Bosun. He was spotted by another outbound ship and was recovered by the pilot boat. When recovered, it was determined that he was deceased.
",Open Hatch Cargo Ship,Loss of life,39009,,57441,Dry Bulk,21,,1,[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],8/3/20,
C0012806,1,GULF PETROLEUM 4 (IMO 9439345),GULF PETROLEUM 4: SOLAS,LBR,3/16/20 16:15,Serious,420070N 0350910E,"Benghazi, Libya",0,0,Fire or explosion,"On March 16, 2020, about 1615 LT, while the vessel at the outside the port limit (OPL) of Benghazi, Libya at the vessel position Lat 42-00.7 N Long 035-09.1 E, the oil leakage from Auxiliary Engine 2 (AE) to AE 1 which was at that time running with load had a fire. Both AE 1 and AE 2 fire which caused the 3rd.Engineer (3/E) who was working at AE 1 had burnt severely. The vessel became disable and drifting after fighting the fire.
On March 21, 2020 at 0421 LT after vessel disable and drifted for more than 4 days, the Master decided to anchor the vessel due to the wind W x 23-26 Kts, Sea x moderate, wave x 3-5 ft with poor visibility, due the vessel drifted towards ashore.
On March 22, 2020 at 1800 LT, Coast guard came onboard. Cut the anchor chain and tow the vessel to Misurata, Libya. 
On March 23, 2020 at 1506 LT, the injured 3rd.Engineer (3/E) was taken to Misurata, Libya port hospital. 
",Chemical/Products Tanker,Serious injuries,8539,Lloyd's Register (LR),13006,,19,,,[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],,
C0012922,1,SINGAPORE SPIRIT (IMO 9246308),SINGAPORE SPIRIT: SOLAS,MHL,3/15/20 17:25,Very serious,121090S 0353920W,Atlantic Ocean,1,0,Entry enclosed space,An ASD entered an enclosed space without following established procedures.  He was deceased when found.,"Bulk Dry (general, ore) Carrier",Loss of life,19882,Nippon Kaiji Kyokai (NKK),32259,Dry bulk,21,,,[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],3/2/21,
C0012800,1,MSC ALICANTE (IMO 9480174),MSC ALICANTE: SOLAS,LBR,3/15/20 15:38,Very serious,222350N 0975600W,"Altamira Port, Mexico",0,0,Stevedore Fatally crushed in between loading container and ship structure.,"On March 15, 2020, about 1538 LT, Position Lat 22-23.5 N Long 097-56.0 W, Altamira Port, Mexico, while loading containers operation at Bay 54 Row 04 Tier 72, the stevedore had fatal injures due to crush/squeeze in between the vessel structure and container. ",Container Ship (Fully Cellular),Loss of life,61870,DNV GL AS (DNVGL),74477,,,,,[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],,
C0012762,1,UND ATILIM (IMO 9242388),UND ATILIM: SOLAS,TUR,3/10/20 16:30,Very serious, ,Mersin Port / East Mediterranean Sea,0,0,Occupational Accident,"While loading trailers by port truck named ""mafi"" at the main deck of vessel, ""mafi"" hitted to the portable scaffold and the shore worker fell down. Unfortunately, the shore worker lost his life soon.",Ro-Ro Cargo Ship,"Loss of life,Ship remains fit to proceed",26469,Lloyd's Register (LR),9865,trucks and trailers,25,4,,[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],,
C0012968,1,MV DON CEFERINO ALFREDO (-),MV DON CEFERINO ALFREDO: SOLAS,PHL,3/2/20 17:05,Very serious, ,"KTC Container Compound, Tibungco, Davao",1,0,Occupational Accident,"On 03 March 2020, MARINA Regional Office XI (MRO XI) received notification that a fatal accident had transpired onboard MV “DON CEFERINO ALFREDO” last 1705H of 02 March 2020 while the 5,261-GT steel-hulled container vessel was berthed at KTC Container Compound, Tibungco, Davao

Initial information provided by MRO XI stated that MV “DON CEFERINO ALFREDO”, owned and operated by Gothong Southern Shipping Lines, Inc. (GSSLI), was moored and in the process of unloading her container cargoes when O/S xxx accidentally slipped from the Hatch Cover/Pontoon No. 2 and fell down at the port side passage main deck

Immediately, the onboard medical team provided first aid assistance to the severely injured crew member. Subsequently, the Master informed the Officer-In-Charge, Davao Terminal Operation Division of GSSLI, which in turn requested the assistance of Davao 911

On or about 17:32 Hrs, the ambulance arrived at the scene and brought O/S xxx to the Metro Davao Medical and Research Center, Inc. (MDMRCI) accompanied by the 2nd Officer. All efforts were undertaken to revive and administer emergency medical assistance to the concerned crew

At around 18:22 Hrs of 02 March 2020, O/S Del Pilar was declared dead on arrival by Dr. Grace Stephanie Luna, attending Physician/Resident on Duty of MDMRCI

Based on the Clinical Summary Report of O/S xxx, the following was determined:

1) Left upper extremity has multiple closed fractures;
2) Right lower extremity has multiple closed fractures;
3) Right groin area has multiple femoral laceration, opening up to the subcutaneous area; and
4) Left Inguinal area has laceration exposing the internal iliac

The official cause of death was shock secondary to severe hemorrhagic shock.3 Initially it was reported that the concerned crew member accidentally slipped and fell down at the port side passage main deck while assisting on the removal of the pontoon hatch covers at Bay No. 23, 21, 19 and 25. However, circumstances suggest that the right leg of O/S Del Pilar had been snag between the pile of pontoon hatch
covers and the gantry crane post. Thereafter, O/S Del Pilar was seen by the Able Bodied Seaman assign at the quay area sitting at the hatch coaming before falling down at the port side passage main deck;

By way of background, MV “DON CEFERINO ALFREDO” departed Cebu Port last 00:15 Hrs of 29 February 2020 with 296 TEUs4 of container cargoes and was manned by a crew complement of 24 members. On or about 18:00 Hrs  of 01 March 2020, MV “DON CEFERINO ALFREDO” arrived at the outer berth of KTC Container Compound and started to offload her top deck container cargoes at around 09:42 Hrs of 02 March 2020

Upon the completion of the investigation, it was divulged that O/S xxx was standing at the port side hatch coaming and was walking towards the gantry crane. According to the gantry crane operator, prior to the occurrence, O/S xxx signaled him that he was intending to hitch a ride on the gantry crane moving towards the forward section of the vessel wherein the closed pontoon hatch covers at Bay No. 15, 13 and 11 were located

When the gantry crane had advanced forward, the right leg of O/S xxx got caught at the gantry post, severely injuring him. It was further deduced that O/S xxx was already severely injured when he fell from the port side hatch coaming. This is substantiated by the medical findings reflected in the Medical Summary Report of MDMRCI

During the ocular inspection, it was observed that there was only a distance of 0.2794 meter between the gantry crane post and stockpile of pontoon hatch covers. Slipping through the passage between the gantry crane post and the said pile was very difficult for the O/S. It was further observed that there is a blind spot on the area where the gantry crane operator is located when a crew member is situated at the port side of the vessel. Consequently, the distance between the hatch coaming and main deck passage way was only nine (9) feet or 2.7432 meters, which could not possibly facilitate a fatal fall to the seafarer unless a head injury/trauma was incurred from the accident. Based on the medicals findings, no head injury or internal head trauma was incurred by O/S xxx. Further, it was determined that working aloft the hatch coaming was strictly prohibited and presented a risk as per the company’s safety management system procedures



",General Cargo Ship,Loss of life,5261,American Bureau of Shipping (ABS),,,15,0,0,[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],6/19/20,
C0012769,2,"GUO XING 1 (IMO 9368118), TOMI MARU No. 8 (IMO 9067037)","GUO XING 1: SOLAS, TOMI MARU No. 8: Unknown/unspecified","BLZ,JPN",2/29/20 22:10,Very serious, ,"Around 12km off to the east of the Tomari fishing Port, Rokkasho Village, Aomori Prefecture, Japan",0,0,Collision,"GUO XING 1 and TOMI MARU No. 8 collided with each other, and around 12km off to the east of the Tomari fishing Port, Rokkasho Village, Aomori Prefecture, Japan. GUO XING 1 sank and 13 crews of GUO XING 1 are still missing.",General Cargo Ship,"Loss of life,Total loss of the ship",1989,Intermarine (INTERMAR),3600,,14,0,0,[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],,
C0012751,1,ACCOLADE II (IMO 8012425),ACCOLADE II: SOLAS,AUS,2/29/20 4:35,Serious,344800S 1382600E,Off Port Adelaide,0,0,Collision,COLLISION BETWEEN FV SAND GROPER AND ACCOLADE. NO INJURIES OR POLLUTION AND ONLY MINOR DAMAGE REPORTED. ,Limestone Carrier,,6420,,7382,,,,,[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],,
C0012793,1,BALTIC PATRIOT (IMO 9038488),BALTIC PATRIOT: SOLAS,LBR,2/29/20 0:50,Very serious,031590S 0800010W,"Puerto Bolivar, Ecuador",0,0,Crane Toppled and the crane operator was squeezed inside crane house and injured,"On February 29, 2020 about 0050 LT, during the vessel was loading fresh green banana at cargo hold No.1, at berth No.3 ,Puerto Bolivar, Ecuador at position Lat 03-15.9 S Long 080-00.1 W, the crane house and the crane jib fell onto the hatch cover No.1 and forecastle deck with cargo attached on the cargo hook.  The crane operator who was in the operator cabin was squeezed inside the operator cabin and seriously injured.",Refrigerated Cargo Ship,Serious injuries,10402,Russian Maritime Register of Shipping (RMRS),10621,,,,,[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],,
C0012958,1,STELLAR BANNER (IMO 9726803),STELLAR BANNER: SOLAS,MHL,2/24/20 21:30,Very serious,014450S 0434470W,"Baía de São Marcos, Brazil",0,0,Stranding / grounding,"Ship touched bottom in a laden condition at departure from Ponta de Madeira, Brazil.  Flooding of the Fore Tank void and No. 1 WBT (S) was reported.  The Master was able to move the ship into shallower water, where it grounded due to flooding of additional WBTs on the starboard side.  The ship was declared a total constructive loss on 4 June 2020.",Ore Carrier,Total loss of the ship,151596,Korean Register (KR),300660,Iron Ore,20,,,[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],,
C0012777,1,HABIBA M (IMO 7396654),HABIBA M: SOLAS,TGO,2/23/20 9:15,Very serious, ,damitta port ,1,0,Fire or explosion,fire and explosion happen and one person dead ,General Cargo Ship,,2627,,3739,,,,,[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],3/25/20,
C0012964,1,MAGIC SEAS (IMO 9736169),MAGIC SEAS: SOLAS,LBR,2/13/20 11:50,Very serious,314950N 0343880E,"Ashdod, Israel",1,0,"Stevedore sustained severe injuries from fallen steel coil, later died at hospital","On February 13, 2020 about 1150 LT, while the vessel was discharging steel coils cargoes at port of Ashdod, Israel position Lat 31-49.5 N Long 034-38.8 E, one stevedore suffered severely right leg injury at cargo hold No.1 from fallen steel coil. The stevedore was taken to hospital and passed away at night on the same day.",Bulk Carrier,Loss of life,35812,Bureau Veritas (BV),63301,,,,,[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],4/7/21,
C0012727,1,MAGIC SEAS (IMO 9736169),MAGIC SEAS: SOLAS,LBR,2/13/20 11:40,Very serious,315000N 0343816E,Ashdod Port,1,0,accident-loss of life,"During unloading of hold no.1 of the bulk carrier by the port stevedore, one of the stevedores was injured by a metal coil",Bulk Carrier,Loss of life,35812,Bureau Veritas (BV),63301,metal coils,20,,1,[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],4/9/21,
C0012763,1,JORGE MARIO (IMO 7385473),JORGE MARIO: Non-SOLAS,ECU,2/3/20 21:30,Very serious, ,JARAMIJO,2,0,MUERTE DE TRES PERSONAS,"El día lunes 03 de febrero de 2020 a bordo del buque pesquero JORGE MARIO matrícula P-04-01011, aproximadamente a las 21H00 en Jaramijó frente a las instalaciones del muelle de ASTIESMAR, ocurrió la muerte de tres personas por inhalar gases provenientes de una cuba y una persona herida de gravedad.
Según el relato de varios testigos, aquel día se había contratado a una cuadrilla de personas para realizar la limpieza del parque de pesca del buque pesquero JORGE MARIO, dentro de las cuales se encontraban dos de las tres personas fallecidas.

El siniestro se ocasiona debido a que una de las personas que integra la cuadrilla, estaba haciendo limpieza y estiba en el área del parque de pesca del buque pesquero, cerca de la cuba No 7 de babor, luego procedió abrir la cuba la misma que estaba tapada y presume haber visto desperdicios de pescado, debido a ello decidió bajar por una escala para retirarlos, también recuerda haber bajado más de media escala y percibió un fuerte olor irritante y comenzó a subir, cuando estaba finalizando de subir la escala cayó de espalda. Cuando despertó escuchó gritos y trató de hacer señas.
",Fishing Vessel,Serious injuries,1000,,,,,,,[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],3/11/20,
C0012739,1,CAP. TINO B. (IMO 7025267),CAP. TINO B.: Non-SOLAS,ECU,1/23/20 8:20,Serious,021300S 0873700W,ZONA ECONOMICA EXLUSIVA DE GALAPAGOS,2,0,Fire or explosion,"El día jueves 23 de enero de 2020 el B/P CAP. TINO B matrícula P-04-00820          sufrió una explosión en el pañol o compartimento del sonar ubicado en la cubierta 300 en la proa, producto de la fuerza de la explosión se produjo la ruptura de los ventanales de la cocina y el comedor que están cerca a mencionado pañol, ocasionado además lesiones en 03 personas que se encontraban en el área; esto ocurrió mientras la embarcación estaba navegando rumbo al área de pesca. 
 
Posteriormente a la explosión se dio atención a las personas que sufrieron lesiones y, el resto del personal se organizó y se dirigió al área afectada, para inspeccionar a que se debía la explosión, una vez que se evidenció humo activaron varios extintores dentro del pañol, para evitar que se genere un incendio, paralelamente se reportó al armador y se enrumbó la embarcación hacia la Isla San Cristóbal para evacuar los heridos. 
 ",Fishing Vessel,Ship rendered unfit to proceed,344,,,,3,0,0,[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],[Primary Annex 2 not designated],2/26/20,
